#Acc_x;Acc_z;Elongation Droit;Elongation gauche;Gyro_x;Gyro_z;PressionPiedDArriereD;PressionPiedDArriereG;PressionPiedDAvantD;PressionPiedDAvantG;PressionPiedGArriereD;PressionPiedGArriereG;PressionPiedGAvantD;PressionPiedGAvantG
1534;1541;553;928;1794;1800;3030;1943;2959;2367;3028;1072;868;295
1503;1542;552;926;1786;1804;3023;1969;2745;2388;3033;1066;868;296
1519;1486;553;896;1786;1806;3022;1889;1888;2410;3038;1054;871;290
1493;1491;554;865;1784;1821;3010;1911;67;2392;3041;1034;1020;277
1503;1425;553;796;1766;1827;2993;2217;73;2341;3042;1026;1046;261
1539;1466;553;729;1765;1846;2773;2957;69;2274;3044;1142;1049;1577
1588;1425;553;671;1778;1846;2616;2987;74;2280;3041;2833;1048;2985
1542;1443;553;649;1776;1843;2548;2918;72;2243;3038;2964;1047;3001
1568;1462;554;654;1769;1833;2584;2968;71;2275;3039;2883;1046;2987
1571;1455;554;664;1782;1832;2663;2994;73;2276;3041;2426;1047;2941
1568;1482;553;667;1792;1833;2987;3004;73;2277;3043;998;1049;2496
1568;1482;553;667;1792;1833;2987;3004;73;2277;3043;998;1049;2496
1557;1493;553;673;1796;1826;3006;2998;73;2290;3042;218;1049;235
1531;1527;553;704;1789;1823;3032;2509;70;2265;3041;200;1046;241
1503;1660;553;821;1791;1788;3042;2016;2993;2120;3019;988;887;266
1550;1610;552;858;1776;1775;3044;2120;3008;2271;3011;1093;872;286
1546;1615;552;894;1783;1772;3044;2155;3012;2330;2994;1130;868;287
1563;1599;553;917;1788;1764;3045;2127;3016;2364;2982;1153;870;286
1551;1608;553;930;1799;1767;3045;2126;3016;2350;2963;1131;869;301
1552;1594;552;936;1796;1770;3044;2108;3023;2323;2960;1146;869;289
1542;1593;553;939;1798;1770;3045;2105;3024;2322;2968;1179;870;301
1537;1571;553;937;1795;1772;3044;2135;3018;2358;2993;1181;869;298
1552;1557;553;939;1801;1782;3043;2166;3007;2381;3015;1179;870;298
1521;1555;553;936;1800;1782;3039;2192;2974;2388;3024;1183;869;304
1520;1553;552;933;1796;1782;3037;2135;2781;2392;3032;1162;869;295
1509;1543;552;921;1799;1790;3032;1780;1392;2360;3036;1166;871;302
1504;1508;553;894;1797;1791;3024;1902;69;2335;3041;1167;870;290
1503;1499;553;867;1790;1795;3012;2651;71;2266;3045;1173;869;285
1503;1499;553;867;1790;1795;3012;2651;71;2266;3045;1173;869;285
1552;1404;553;645;1773;1825;2560;2998;70;2259;3040;2992;1049;3004
1530;1423;554;649;1762;1823;2454;2928;73;2212;3039;2985;1046;2997
1565;1462;553;651;1769;1823;2462;2927;75;2228;3039;2955;1045;2981
1569;1428;553;652;1776;1820;2421;2880;74;2222;3040;2902;1046;2973
1564;1415;554;652;1785;1825;2204;2926;74;2212;3041;2852;1047;2962
1553;1480;553;650;1795;1823;2318;2983;69;2242;3044;2707;1046;2950
1555;1437;554;656;1797;1817;2745;3007;74;2181;3045;1650;1048;2667
1535;1499;552;687;1803;1811;3011;3011;71;2220;3044;579;1046;489
1513;1507;552;732;1811;1820;3037;2775;70;2201;3038;201;1022;252
1513;1661;552;764;1814;1807;3040;1408;2341;2039;3036;214;962;251
1484;1611;551;795;1788;1783;3040;1979;2961;2155;3024;718;874;273
1502;1601;551;831;1771;1779;3042;1964;2924;2275;3019;961;868;273
1561;1579;551;872;1788;1782;3041;1992;2965;2301;3010;1021;868;290
1527;1592;551;897;1792;1784;3042;2072;2971;2326;2999;1031;869;294
1542;1596;552;913;1794;1781;3043;2060;3006;2363;2993;1071;867;292
1523;1576;551;926;1789;1773;3041;2051;3003;2349;3002;1141;868;300
1545;1552;552;929;1791;1779;3042;2042;2994;2371;3014;1149;867;298
1541;1544;552;930;1799;1784;3041;1991;2994;2393;3020;1168;868;296
1518;1550;553;932;1794;1798;3033;1921;2954;2402;3030;1149;869;295
1500;1519;553;919;1788;1800;3030;1843;1646;2369;3035;1155;870;297
1500;1511;553;892;1786;1800;3028;1899;74;2359;3041;1123;869;288
1500;1471;552;852;1790;1810;3007;2527;72;2263;3044;1108;990;278
1481;1425;553;786;1772;1824;2950;2928;70;2291;3045;1046;1047;269
1481;1425;553;786;1772;1824;2950;2928;70;2291;3045;1046;1047;269
1569;1419;553;657;1773;1830;2522;2973;69;2255;3038;2983;1046;2995
1541;1446;554;632;1774;1836;2550;2913;74;2244;3036;2978;1046;2996
1558;1444;553;620;1779;1832;2488;2939;72;2238;3037;2944;1046;2988
1573;1426;553;623;1784;1831;2513;2936;73;2242;3039;2890;1046;2976
1565;1448;553;627;1796;1831;2416;2969;71;2224;3040;2793;1047;2963
1553;1452;553;636;1796;1832;2661;3001;75;2235;3042;2245;1048;2897
1554;1479;553;648;1802;1830;2994;3004;71;2237;3044;1204;1048;1325
1527;1512;552;685;1800;1822;3027;2978;72;2229;3041;215;1045;232
1525;1552;553;760;1797;1820;3044;2368;755;2211;3039;199;1025;259
1505;1670;553;815;1800;1799;3043;1325;2946;2028;3030;493;921;272
1516;1615;553;846;1785;1777;3045;1971;3008;2108;3013;988;871;282
1518;1603;552;878;1776;1774;3045;2056;3011;2210;3001;1073;867;285
1553;1597;553;910;1782;1770;3045;2053;3014;2273;2988;1035;868;289
1549;1588;553;923;1792;1777;3045;1997;3015;2327;2977;1037;869;296
1527;1581;553;931;1790;1781;3043;2014;3022;2337;2978;1197;868;298
1527;1581;553;931;1790;1781;3043;2014;3022;2337;2978;1197;868;298
1536;1568;553;931;1789;1785;3041;2020;3018;2350;3005;1190;870;294
1521;1554;553;932;1799;1789;3039;1993;3003;2405;3022;1097;869;295
1523;1561;553;932;1796;1788;3037;1897;3003;2405;3031;1105;869;296
1512;1532;553;927;1798;1786;3033;1765;2691;2381;3035;1077;870;296
1488;1513;552;905;1783;1791;3024;1715;393;2371;3039;1109;869;293
1497;1511;551;852;1790;1801;3016;2383;72;2290;3044;1156;868;280
1527;1465;553;796;1790;1813;2996;2879;71;2286;3046;1087;1010;264
1479;1440;553;731;1778;1824;2721;3001;68;2283;3045;1597;1049;1858
1558;1402;552;665;1763;1827;2545;3012;76;2274;3042;2953;1048;2984
1548;1430;552;645;1772;1827;2537;2930;68;2205;3038;2978;1047;2986
1557;1445;553;643;1772;1829;2476;2958;71;2235;3039;2927;1047;2975
1561;1447;554;643;1780;1822;2401;2922;74;2230;3040;2900;1047;2972
1557;1422;553;641;1785;1823;2243;2958;73;2239;3042;2846;1046;2947
1555;1463;553;642;1797;1825;2252;2999;74;2255;3044;2587;1047;2902
1552;1454;554;656;1802;1823;2965;3008;73;2248;3046;1235;1047;1478
1538;1515;553;688;1803;1818;3012;3013;70;2259;3044;312;1043;240
1504;1529;553;736;1809;1816;3041;2751;72;2236;3043;199;1012;253
1511;1651;552;799;1806;1803;3043;1657;2628;2070;3041;198;961;272
1493;1616;552;843;1790;1782;3045;1921;3007;2046;3027;399;870;273
1507;1583;553;872;1776;1782;3046;1876;3009;2162;3016;910;868;287
1546;1595;553;897;1779;1775;3046;1900;3011;2234;3012;1026;868;289
1530;1601;553;926;1795;1774;3047;1768;3022;2310;2998;1129;868;303
1530;1601;553;926;1795;1774;3047;1768;3022;2310;2998;1129;868;303
1525;1581;552;929;1793;1781;3044;1837;3010;2359;3007;1200;868;298
1527;1559;553;929;1799;1790;3045;1810;2988;2329;3014;1248;868;300
1507;1558;552;930;1806;1793;3045;1816;2899;2334;3020;1240;869;303
1508;1531;552;929;1803;1792;3046;1837;2072;2303;3028;1287;868;301
1479;1526;551;926;1797;1800;3043;2188;73;2243;3034;1281;868;297
1496;1496;552;908;1795;1797;3037;2818;70;2235;3039;1181;869;294
1474;1512;552;873;1789;1805;3018;2972;71;2256;3044;1110;912;285
1477;1425;553;808;1782;1814;2980;3003;71;2270;3044;1079;1042;394
1511;1461;552;716;1777;1828;2730;3013;70;2252;3040;2871;1045;2974
1533;1414;552;605;1763;1818;2465;2991;72;2219;3038;2997;1043;2984
1578;1466;552;561;1771;1813;2434;2963;72;2201;3038;2991;1044;2990
1667;1433;551;631;1784;1801;2763;2984;71;2211;3039;1732;1039;1324
1491;1531;553;751;1808;1805;3006;2929;72;2213;3029;924;1006;1302
1557;1406;552;773;1853;1800;3038;2424;73;2165;3029;896;1046;2914
1557;1406;552;773;1853;1800;3038;2424;73;2165;3029;896;1046;2914
1448;1587;552;755;1811;1812;3001;1909;2080;2131;3027;2226;1044;2949
1448;1587;552;755;1811;1812;3001;1909;2080;2131;3027;2226;1044;2949
1513;1537;552;788;1786;1809;3023;1842;68;2182;3033;2304;1037;2915
1542;1579;552;790;1813;1807;3026;1780;72;2159;3034;2567;1030;2908
1497;1513;553;786;1798;1794;3034;1821;70;2163;3037;2137;1041;2880
1493;1491;553;791;1795;1808;3035;1833;73;2236;3037;1685;1041;2829
1512;1512;554;796;1793;1815;3035;1831;71;2243;3037;2298;1038;2888
1509;1519;553;795;1796;1810;3034;1768;73;2221;3035;2626;1036;2916
1491;1549;554;793;1792;1803;3031;1863;70;2208;3037;2770;1032;2924
1492;1528;552;790;1792;1797;3032;1778;72;2190;3038;2705;1035;2916
1511;1485;553;789;1794;1798;3034;1835;72;2205;3036;2499;1039;2898
1510;1495;553;788;1790;1805;3035;1843;68;2220;3039;2525;1039;2897
1494;1505;553;788;1791;1810;3033;2050;75;2220;3039;2620;1039;2915
1502;1519;552;786;1790;1808;3033;2123;71;2212;3039;2737;1038;2929
1511;1520;552;785;1792;1806;3033;1922;74;2203;3039;2766;1037;2929
1509;1512;553;785;1791;1806;3033;1652;75;2210;3040;2698;1039;2923
1499;1503;552;785;1787;1801;3035;1879;69;2181;3039;2550;1041;2917
1506;1508;552;785;1789;1808;3034;1976;76;2203;3038;2331;1041;2912
1513;1516;553;787;1789;1811;3034;1967;69;2193;3038;2313;1042;2906
1509;1523;552;790;1790;1808;3034;1907;71;2149;3039;2338;1042;2919
1514;1526;553;789;1793;1806;3033;1900;69;2135;3039;2255;1042;2919
1520;1519;552;789;1788;1806;3035;1905;76;2173;3039;2130;1043;2916
1520;1515;554;790;1792;1806;3036;1881;69;2174;3039;2115;1043;2917
1517;1519;553;789;1792;1801;3034;1919;73;2175;3039;2211;1043;2923
1511;1524;554;790;1791;1805;3034;1906;70;2185;3038;2331;1043;2927
1519;1520;553;789;1790;1803;3032;1934;69;2211;3039;2407;1042;2929
1514;1515;554;789;1795;1807;3035;1877;72;2227;3039;2436;1042;2926
1512;1514;553;789;1796;1806;3035;1795;70;2213;3040;2473;1042;2928
1505;1513;553;789;1791;1805;3036;1725;75;2221;3040;2502;1041;2925
1505;1513;553;789;1791;1805;3036;1725;75;2221;3040;2502;1041;2925
1504;1518;554;789;1792;1804;3037;1901;71;2238;3040;2592;1039;2922
1504;1518;553;789;1790;1803;3036;1901;73;2225;3043;2632;1039;2924
1501;1512;553;789;1790;1803;3036;1929;73;2225;3043;2632;1039;2924
1501;1516;553;789;1789;1806;3036;2171;73;2231;3044;2665;1039;2925
1504;1513;553;789;1786;1806;3037;2053;73;2244;3044;2663;1039;2928
1504;1511;553;789;1793;1805;3038;1730;73;2244;3043;2641;1039;2929
1507;1514;553;789;1789;1804;3040;1532;72;2233;3043;2621;1040;2929
1508;1516;553;789;1789;1805;3039;1725;74;2211;3042;2587;1040;2928
1511;1518;553;789;1789;1805;3039;1886;71;2206;3041;2525;1041;2926
1514;1518;553;789;1788;1808;3039;1974;72;2206;3041;2464;1042;2924
1518;1512;553;786;1793;1809;3034;1977;71;2196;3035;2398;1042;2920
1518;1512;553;786;1793;1809;3034;1977;71;2196;3035;2398;1042;2920
1515;1516;552;788;1794;1807;3033;1952;73;2192;3036;2366;1042;2920
1511;1524;552;786;1791;1812;3033;1932;72;2200;3038;2335;1042;2922
1513;1517;553;786;1791;1813;3032;1939;70;2163;3037;2335;1042;2922
1516;1516;552;785;1796;1807;3033;1933;73;2166;3038;2347;1042;2923
1515;1514;553;783;1794;1811;3033;1909;69;2202;3037;2369;1042;2923
1511;1516;553;789;1798;1811;3033;1914;75;2212;3037;2394;1042;2925
1509;1516;553;785;1795;1807;3034;1891;72;2222;3037;2428;1043;2926
1511;1515;552;789;1797;1810;3033;1844;71;2213;3038;2471;1042;2926
1502;1514;554;788;1795;1808;3032;1566;68;2219;3038;2539;1041;2923
1501;1511;553;790;1794;1808;3034;1573;74;2225;3038;2584;1041;2919
1504;1513;553;789;1792;1807;3034;1722;72;2248;3038;2628;1040;2922
1501;1512;552;789;1791;1802;3034;1873;71;2252;3039;2643;1040;2923
1502;1513;553;790;1792;1807;3035;2097;75;2261;3039;2659;1039;2924
1503;1517;553;789;1793;1805;3035;2055;70;2245;3040;2666;1039;2925
1500;1509;553;790;1788;1803;3036;1708;77;2240;3039;2667;1039;2924
1504;1514;552;789;1790;1807;3034;1440;70;2236;3037;2658;1040;2926
1509;1512;553;789;1794;1804;3034;1241;71;2234;3037;2637;1040;2927
1506;1513;553;788;1789;1807;3035;1546;72;2238;3039;2595;1040;2924
1511;1516;553;789;1789;1809;3035;1780;72;2222;3039;2547;1042;2922
1509;1513;553;789;1789;1809;3035;1954;75;2212;3040;2517;1042;2923
1508;1516;553;788;1788;1806;3033;2083;70;2196;3039;2477;1042;2922
1513;1520;553;790;1790;1806;3035;2074;71;2202;3039;2442;1042;2926
1512;1520;553;790;1790;1803;3035;2090;72;2199;3039;2418;1042;2924
1517;1519;553;790;1791;1807;3035;2090;70;2185;3040;2431;1043;2926
1517;1519;553;790;1791;1807;3035;2090;70;2185;3040;2431;1043;2926
1510;1515;553;790;1790;1806;3035;1982;71;2186;3040;2488;1043;2929
1511;1515;553;789;1794;1805;3035;1826;72;2207;3040;2514;1042;2923
1507;1514;552;790;1796;1804;3035;1786;71;2219;3040;2539;1042;2926
1507;1517;553;789;1791;1805;3037;1793;71;2230;3040;2542;1042;2924
1507;1517;553;789;1791;1805;3037;1793;71;2230;3040;2542;1042;2924
1502;1515;553;789;1791;1806;3037;1889;72;2248;3040;2618;1041;2927
1507;1515;553;790;1791;1804;3036;1871;74;2246;3038;2646;1041;2923
1505;1516;553;789;1791;1804;3037;1936;74;2254;3041;2659;1040;2928
1503;1514;553;789;1791;1806;3038;1967;67;2267;3042;2666;1040;2926
1504;1517;553;789;1790;1805;3037;1968;73;2266;3043;2668;1041;2926
1504;1517;553;789;1790;1805;3037;1968;73;2266;3043;2668;1041;2926
1504;1517;553;790;1789;1804;3038;1759;70;2262;3043;2668;1041;2929
1503;1516;553;789;1790;1803;3038;1472;72;2253;3043;2662;1041;2930
1510;1516;553;789;1789;1805;3038;1624;72;2256;3042;2619;1042;2931
1512;1521;553;789;1789;1803;3039;1686;75;2243;3043;2577;1042;2930
1514;1516;554;789;1789;1806;3038;1749;68;2230;3043;2563;1042;2928
1512;1516;554;789;1790;1805;3038;1812;69;2219;3044;2539;1043;2929
1515;1518;553;789;1789;1806;3037;1869;73;2217;3045;2519;1042;2928
1513;1521;553;789;1791;1804;3037;1900;69;2208;3044;2527;1043;2932
1512;1517;553;789;1789;1805;3040;1884;74;2208;3044;2524;1043;2933
1514;1519;554;790;1792;1803;3040;1807;72;2206;3043;2539;1043;2932
1514;1515;554;789;1794;1801;3040;1806;74;2209;3042;2553;1043;2932
1510;1521;554;789;1790;1803;3040;1755;73;2209;3042;2578;1042;2931
1513;1513;553;789;1792;1804;3038;1688;69;2213;3041;2591;1042;2930
1511;1515;554;788;1792;1805;3040;1684;72;2236;3043;2615;1042;2931
1507;1516;553;789;1790;1801;3039;1654;71;2239;3044;2630;1041;2930
1510;1514;553;787;1791;1803;3040;1679;71;2234;3043;2630;1042;2929
1507;1519;554;787;1789;1803;3041;1803;74;2244;3045;2635;1041;2930
1510;1514;554;785;1794;1800;3040;1851;73;2245;3045;2650;1042;2929
1505;1514;554;790;1792;1806;3037;1873;72;2248;3042;2656;1041;2930
1503;1514;553;789;1793;1810;3035;1628;71;2248;3039;2655;1041;2926
1507;1514;553;788;1788;1807;3035;1573;71;2247;3040;2646;1041;2928
1508;1512;552;789;1793;1808;3036;1615;72;2243;3040;2633;1041;2927
1504;1515;554;789;1793;1810;3036;1667;71;2240;3040;2624;1041;2926
1509;1519;553;789;1792;1809;3036;1709;73;2239;3040;2628;1041;2927
1512;1518;553;789;1793;1805;3036;1761;73;2237;3040;2604;1042;2927
1511;1511;554;788;1791;1805;3035;1820;75;2220;3040;2575;1044;2926
1510;1516;552;790;1792;1806;3035;1903;71;2214;3039;2571;1043;2926
1510;1517;554;789;1788;1805;3035;1872;71;2211;3040;2575;1042;2927
1511;1521;553;790;1792;1807;3035;1904;72;2209;3040;2573;1043;2924
1511;1521;553;790;1792;1807;3035;1904;72;2209;3040;2573;1043;2924
1513;1513;552;789;1793;1805;3036;1902;70;2211;3040;2570;1043;2925
1507;1516;553;789;1794;1807;3035;1760;70;2214;3040;2579;1042;2928
1510;1520;554;790;1795;1805;3036;1706;73;2225;3041;2586;1043;2928
1509;1515;555;787;1789;1803;3035;1675;70;2233;3040;2596;1042;2928
1508;1517;553;790;1792;1806;3037;1649;74;2232;3040;2620;1042;2929
1507;1512;553;789;1790;1805;3037;1702;71;2236;3040;2651;1041;2928
1511;1516;554;789;1792;1802;3037;1791;72;2235;3041;2666;1042;2930
1506;1514;552;789;1792;1804;3036;1849;66;2237;3041;2665;1041;2926
1505;1513;553;789;1791;1805;3037;1865;73;2238;3041;2663;1042;2925
1507;1517;553;788;1791;1806;3037;1816;70;2239;3042;2667;1041;2926
1505;1517;552;789;1793;1811;3037;1644;72;2242;3041;2661;1041;2926
1505;1518;553;791;1794;1807;3038;1633;75;2239;3042;2661;1041;2930
1506;1514;553;790;1787;1806;3038;1656;72;2239;3042;2649;1042;2926
1508;1513;553;790;1788;1805;3036;1650;73;2234;3042;2638;1041;2926
1509;1519;553;790;1791;1802;3037;1664;69;2236;3041;2625;1042;2929
1512;1516;553;789;1790;1807;3037;1684;70;2227;3042;2612;1042;2928
1508;1516;554;791;1790;1805;3037;1700;72;2229;3042;2608;1042;2928
1512;1513;553;789;1791;1808;3037;1772;72;2231;3042;2602;1042;2928
1512;1516;553;790;1792;1807;3038;1810;75;2227;3041;2602;1042;2929
1512;1516;553;790;1792;1807;3038;1810;74;2221;3041;2602;1042;2929
1513;1514;553;789;1791;1806;3039;1740;74;2221;3042;2595;1042;2929
1511;1516;553;790;1790;1804;3036;1702;70;2225;3041;2617;1043;2928
1509;1518;554;790;1790;1803;3037;1679;73;2227;3042;2636;1042;2930
1507;1517;553;789;1793;1805;3037;1662;71;2223;3043;2635;1042;2929
1507;1513;554;790;1792;1803;3038;1704;73;2224;3045;2647;1043;2930
1508;1517;554;790;1790;1804;3038;1696;74;2217;3045;2665;1042;2930
1508;1517;554;789;1789;1801;3037;1700;74;2220;3045;2672;1042;2931
1505;1517;554;789;1789;1801;3037;1719;69;2227;3044;2670;1042;2931
1508;1519;554;789;1788;1805;3039;1738;72;2226;3043;2669;1042;2931
1507;1514;554;789;1792;1802;3041;1715;72;2229;3043;2669;1042;2930
1507;1517;553;788;1792;1801;3040;1633;72;2227;3043;2668;1042;2928
1508;1516;553;788;1790;1807;3042;1633;71;2228;3044;2662;1042;2927
1509;1519;554;787;1792;1802;3040;1638;72;2225;3044;2653;1042;2928
1508;1518;554;787;1789;1806;3040;1640;74;2225;3044;2641;1043;2931
1508;1518;554;787;1789;1806;3040;1640;74;2225;3044;2641;1043;2931
1509;1518;554;789;1793;1801;3040;1626;70;2227;3044;2630;1043;2932
1511;1519;554;786;1791;1803;3038;1675;74;2229;3043;2629;1043;2931
1511;1517;554;789;1788;1803;3039;1692;74;2224;3044;2629;1042;2930
1511;1517;554;789;1788;1803;3039;1692;74;2224;3044;2629;1042;2930
1512;1515;553;791;1787;1806;3039;1698;69;2222;3044;2632;1043;2929
1510;1517;554;790;1790;1805;3039;1665;75;2224;3044;2641;1041;2928
1510;1517;554;790;1790;1805;3039;1665;75;2224;3044;2641;1041;2928
1508;1518;554;791;1788;1802;3039;1710;75;2230;3045;2648;1042;2931
1508;1513;553;790;1786;1804;3039;1771;72;2229;3045;2648;1042;2931
1508;1517;553;790;1793;1805;3039;1817;73;2232;3043;2650;1042;2931
1504;1514;553;789;1793;1809;3035;1854;72;2230;3041;2661;1042;2927
1504;1514;553;789;1793;1809;3035;1854;72;2230;3041;2661;1042;2927
1505;1510;553;788;1791;1807;3034;1837;70;2230;3039;2670;1042;2926
1505;1514;553;789;1794;1808;3036;1888;72;2228;3041;2674;1042;2928
1505;1511;553;789;1795;1809;3036;1854;73;2231;3041;2673;1042;2925
1506;1515;553;789;1792;1805;3036;1841;71;2227;3041;2672;1042;2927
1509;1514;553;789;1792;1804;3036;1770;75;2230;3040;2666;1042;2927
1510;1514;553;789;1793;1804;3036;1721;72;2227;3041;2663;1042;2927
1507;1512;553;790;1790;1803;3036;1708;71;2231;3041;2664;1042;2926
1507;1512;553;789;1791;1806;3035;1687;73;2232;3040;2650;1043;2928
1506;1513;553;789;1790;1807;3034;1649;71;2231;3040;2644;1043;2928
1508;1516;552;790;1793;1807;3036;1630;72;2234;3042;2643;1042;2928
1510;1517;553;789;1792;1805;3037;1651;73;2230;3041;2640;1043;2929
1509;1517;553;791;1792;1804;3035;1680;72;2228;3040;2644;1042;2927
1511;1515;554;790;1793;1808;3037;1695;70;2234;3041;2644;1042;2927
1508;1518;553;790;1791;1807;3036;1683;74;2231;3040;2648;1042;2926
1508;1517;553;788;1791;1807;3037;1706;70;2231;3038;2647;1042;2924
1507;1516;553;790;1791;1804;3036;1703;73;2235;3041;2648;1043;2928
1509;1518;553;789;1792;1805;3037;1703;72;2233;3040;2647;1042;2921
1506;1514;553;790;1791;1805;3037;1765;72;2234;3041;2656;1043;2924
1509;1518;554;789;1794;1808;3037;1817;71;2237;3041;2670;1042;2925
1508;1513;553;790;1793;1806;3036;1796;71;2235;3041;2678;1042;2929
1507;1514;553;790;1796;1810;3035;1748;72;2239;3041;2679;1042;2929
1505;1509;553;789;1790;1806;3037;1757;72;2240;3042;2674;1041;2927
1509;1513;553;788;1791;1802;3037;1749;71;2242;3041;2674;1042;2929
1510;1518;553;789;1789;1804;3037;1727;73;2242;3041;2675;1041;2930
1510;1518;553;789;1789;1804;3037;1727;70;2240;3041;2675;1041;2930
1509;1518;553;788;1792;1804;3037;1687;69;2238;3040;2664;1042;2927
1511;1520;554;789;1792;1804;3036;1682;72;2233;3043;2648;1042;2928
1510;1517;553;789;1790;1804;3037;1687;71;2239;3044;2647;1043;2926
1509;1515;553;788;1794;1804;3037;1693;75;2240;3045;2650;1043;2931
1508;1514;553;789;1793;1806;3038;1711;70;2240;3044;2649;1043;2931
1508;1514;553;789;1793;1806;3038;1711;70;2240;3044;2649;1043;2931
1510;1514;554;789;1792;1805;3039;1710;73;2228;3043;2647;1043;2932
1514;1518;554;788;1793;1806;3039;1699;70;2229;3043;2649;1042;2930
1506;1514;553;787;1790;1807;3040;1705;72;2229;3043;2648;1043;2928
1511;1515;553;790;1788;1803;3040;1736;72;2228;3043;2649;1043;2931
1508;1514;553;787;1787;1807;3040;1713;72;2229;3044;2649;1042;2931
1443;1544;551;788;1763;1791;3041;1888;70;2217;3044;2125;1040;2914
1495;1529;552;780;1749;1781;3042;2465;1201;2170;3047;2000;1032;2681
1519;1526;552;824;1746;1768;3040;2809;70;2199;3044;915;1011;306
1484;1529;552;873;1744;1754;3036;2982;70;2256;3041;309;901;284
1494;1541;553;873;1747;1755;3038;2664;68;2220;3042;201;870;286
1489;1541;553;874;1755;1752;3035;1340;1764;2108;3042;199;975;285
1507;1503;553;875;1752;1771;3017;2118;2789;2134;3041;201;1005;279
1565;1477;555;851;1748;1793;3020;1965;2536;2204;3043;564;1025;274
1559;1463;555;830;1768;1801;3011;1840;516;2233;3041;1037;1040;271
1569;1472;554;788;1773;1810;2991;1873;512;2236;3039;1223;1046;258
1573;1465;552;728;1772;1815;2947;2006;71;2238;3041;1288;1049;249
1597;1441;554;671;1780;1827;2631;2715;71;2248;3043;1251;1050;1692
1591;1434;554;636;1785;1831;2679;2861;69;2271;3039;2898;1049;2995
1575;1431;553;596;1796;1833;2593;2820;73;2257;3037;2989;1048;3009
1575;1438;554;582;1790;1829;2532;2895;75;2281;3024;3010;1046;3014
1561;1428;552;586;1787;1837;2489;2773;70;2264;3029;3004;1047;3011
1576;1433;553;595;1794;1847;2382;2857;73;2241;3026;3005;1044;3011
1566;1417;554;600;1805;1851;2310;2825;75;2248;3030;2980;1045;3001
1565;1421;553;602;1808;1856;2364;2884;71;2251;3033;2962;1046;2991
1564;1469;554;621;1811;1847;2586;2925;74;2248;3036;2834;1045;2946
1563;1439;552;665;1826;1850;2914;2927;74;2257;3040;1697;1045;1120
1543;1499;551;719;1836;1859;2987;2927;72;2246;3037;977;1039;245
1496;1534;552;770;1836;1844;3027;2881;70;2238;3028;395;1012;256
1482;1593;552;817;1829;1832;3041;2862;73;2256;3027;203;953;270
1481;1577;551;839;1831;1811;3046;2854;70;2255;3022;202;875;276
1483;1617;550;863;1827;1797;3047;1865;2147;2229;3014;225;869;279
1483;1617;550;863;1827;1797;3047;1865;2147;2229;3014;225;869;279
1440;1620;551;891;1804;1799;3045;1851;2916;2208;3006;636;868;291
1465;1604;551;922;1790;1792;3044;2056;2996;2203;3006;1030;868;295
1475;1590;552;928;1779;1794;3045;2066;2989;2233;3009;1039;868;298
1496;1593;552;928;1775;1800;3045;1981;2969;2253;3006;1097;870;293
1511;1591;552;927;1780;1804;3046;1891;2942;2258;3011;1110;869;298
1535;1601;552;930;1796;1800;3045;1842;2961;2214;3017;1104;869;292
1489;1609;553;931;1800;1798;3043;1801;2970;2130;3018;1133;869;295
1477;1587;552;932;1787;1798;3044;1830;2887;2144;3022;1164;869;297
1500;1553;553;930;1780;1800;3043;1841;1809;2233;3028;1121;870;298
1508;1524;551;928;1792;1805;3044;1902;155;2274;3034;1150;868;303
1464;1530;552;905;1790;1813;3041;2137;68;2281;3039;1155;869;292
1467;1528;553;867;1782;1825;3033;2908;73;2274;3043;1129;870;288
1493;1521;552;832;1783;1819;3017;2994;73;2261;3045;1108;869;275
1466;1513;552;807;1778;1824;3008;3006;72;2259;3048;1147;869;269
1488;1506;552;784;1775;1825;2999;3009;70;2239;3050;1110;880;266
1472;1485;552;766;1773;1822;2937;3014;72;2232;3047;1533;1043;2119
1494;1447;552;721;1750;1814;2726;3025;71;2238;3046;2268;1048;2857
1510;1475;553;733;1733;1806;2647;3022;72;2255;3044;389;1048;697
1542;1474;553;746;1741;1813;2841;3025;72;2265;3042;778;1049;247
1560;1496;551;747;1742;1802;2968;3025;71;2263;3039;1152;1048;250
1583;1557;553;769;1755;1779;3032;1703;73;2261;3032;1198;1045;262
1582;1577;553;862;1773;1769;3032;1257;2986;2017;3020;1248;1014;287
1557;1581;552;908;1771;1764;3030;2056;3003;2224;3005;1344;928;289
1581;1575;553;920;1780;1758;3032;2008;3011;2365;3002;1290;892;300
1576;1581;552;926;1787;1764;3030;1991;3021;2310;2993;1304;883;305
1567;1590;553;934;1792;1756;3029;2001;3028;2395;2991;1308;875;300
1560;1575;553;938;1790;1760;3031;1997;3027;2430;2991;1328;873;305
1547;1571;553;941;1790;1773;3032;2006;3024;2366;2991;1335;869;302
1563;1565;553;940;1793;1776;3031;1968;3016;2295;3002;1332;871;298
1572;1546;553;938;1805;1785;3030;1965;3006;2255;3010;1323;877;302
1534;1537;552;934;1801;1787;3022;1947;2973;2253;3013;1265;928;297
1537;1506;553;912;1795;1787;2999;1941;2736;2287;3018;1305;1010;292
1557;1469;553;865;1788;1792;2980;1905;1082;2305;3026;1316;1033;278
1561;1472;553;790;1812;1811;2970;1826;73;2242;3035;1088;1044;262
